"","Paper_id","introduction","Year_result","Group_finelevel","Response_var","Trt_id1","Trt1_interaction","Trt1_interaction2","Trt_id1description","Trt_id2","Trt2_interaction","Trt2_interaction2","Trt_id2description","results_short","Reviewers_results_long","methods","citation","citation_short"
"1",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,2,NA,"maize: cereal rye / soybean: hairy vetch, moldboard plow preceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"2",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, chisel plow proceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"3",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"4",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean stand count",0,3,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"5",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean stand count",0,4,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"6",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,2,NA,"maize: cereal rye / soybean: hairy vetch, moldboard plow preceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"7",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, chisel plow proceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"8",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",0,4,NA,"no winter cover crop, no-tillage preceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"9",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize stand count",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"10",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize stand count",0,3,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceeded cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"11",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize stand count",0,4,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found maize and soybean seedling densities were unaffected by cover crops from 2002-2009. ","Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"12",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,2,NA,"maize: cereal rye / soybean: hairy vetch, moldboard plow preceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"13",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",0,3,NA,"no winter cover crop, chisel plow preceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"14",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, chisel plow proceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"15",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"16",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean grain yield",0,3,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"17",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soybean grain yield",0,4,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"18",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,2,NA,"maize: cereal rye / soybean: hairy vetch, moldboard plow preceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"19",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, chisel plow proceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"20",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize grain yield",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"21",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize grain yield",0,3,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceeded cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"22",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","maize grain yield",0,4,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found cover crops did not affect maize or soybean yields. ","""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"23",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soil loss",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,2,NA,"maize: cereal rye / soybean: hairy vetch, moldboard plow preceeded cash crop planting","They found cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"24",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soil loss",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, chisel plow proceeded cash crop planting","They found cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"25",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soil loss",0,2,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"26",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soil loss",0,3,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,3,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceeded cash crop planting","They found cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
"27",1,"1 A split-plot latin square (3 randomizations) study with 6 replications was conducted at 1 site from 2001-2005 at Dixon Spring Agricultural Research Center, IL investigating the effects of tillage and cover crops in a maize/soybean system (Olson et al., 2010).",0,"mono","soil loss",0,4,NA,"no winter cover crop, moldboard plow applied preceeding cash crop",1,4,NA,"maize: cereal rye / soybean: hairy vetch, no-tillage preceed cash crop planting","They found cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000.","1 Plots received one of the following cover crop treatments: winter fallow (control), hairy vetch, cereal rye.  1 Plots were 20.25 sq m.","1 Olson, K.R., Ebelhar, S.A. & Lang, J.M. (2010). Cover crop diversity synthesis. Soil Science, 175(2): 89-98. DOI: 10.1097/SS.0b013e3181cf7959","Olson et al. (2010)"
