review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000535977000047,Towards sustainable maize production in the US upper Midwest with interseeded cover crops,PLOS ONE,4,15,,APR 9,2020,"Rusch, Hannah L. | Coulter, Jeffrey A. | Grossman, Julie M. | Johnson, Gregg A. | Porter, Paul M. | Garcia, Axel Garcia y",,10.1371/journal.pone.0231032,NA,LR8WI,1932-6203,NA,towards sustainable maize production in the us upper midwest with interseeded cover crops
cc,WOS:000543786100012,Interseeding cover crops in corn,AGRONOMY JOURNAL,1,112,139-147,JAN-FEB,2020,"Brooker, Aaron P. | Renner, Karen A. | Sprague, Christy L.",,10.1002/agj2.20046,NA,MD2EJ,0002-1962,NA,interseeding cover crops in corn
cc,WOS:000540169600002,Field attributes and farming practices associated with vole (Microtus) damage in cover-cropped fields,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,300,,SEP 15,2020,"Prieur, Abby-Gayle A. | Swihart, Robert K.",Boosted regression trees | Conservation agriculture | Cover crop | Damage management | Microtus | Vole,10.1016/j.agee.2020.106950,NA,LX9UB,0167-8809,NA,field attributes and farming practices associated with vole (microtus) damage in cover-cropped fields
cc,WOS:000578692200001,Vole activity surveys predict damage to cover-cropped soybean plants,ANNALS OF APPLIED BIOLOGY,3,178,480-488,MAY,2021,"Prieur, Abby-Gayle A. | Swihart, Robert K.",burrow | conservation agriculture | cover crop | damage management | Microtus,10.1111/aab.12650,NA,RU5QV,0003-4746,NA,vole activity surveys predict damage to cover-cropped soybean plants
cc,WOS:000557798400001,Killing time in cover crops? Artificial perches promote field use by raptors,ANNALS OF APPLIED BIOLOGY,3,177,358-366,NOV,2020,"Zagorski, Megan E. | Swihart, Robert K.",artificial perches | Bubo virginianus | Buteo jamaicensis | cover crops | Falco sparverius | Glycine max | row-crop agriculture | vole damage,10.1111/aab.12623,NA,OM2WY,0003-4746,NA,killing time in cover crops? artificial perches promote field use by raptors
cc,WOS:000594488000001,Reduced overwinter survival of unharvested corn in fields with cover crops,WEED BIOLOGY AND MANAGEMENT,4,20,147-153,DEC,2020,"Kosins, Alexis L. | Prieur, Abby-Gayle A. | Swihart, Robert K.",kernel germination | seed predators | volunteer corn | waste grain | Zea mays,10.1111/wbm.12211,NA,PK7NP,1444-6162,NA,reduced overwinter survival of unharvested corn in fields with cover crops
cc,WOS:000600983000045,"Interseeding cover crops in corn: Establishment, biomass, and competitiveness in on-farm trials",AGRONOMY JOURNAL,5,112,3733-3743,SEP-OCT,2020,"Brooker, Aaron P. | Renner, Karen A. | Basso, Bruno",,10.1002/agj2.20355,NA,PI3GN,0002-1962,NA,"interseeding cover crops in corn: establishment, biomass, and competitiveness in on-farm trials"
cc,WOS:000615278100011,Simulating winter rye cover crop production under alternative management in a corn-soybean rotation,AGRONOMY JOURNAL,6,112,4648-4665,NOV-DEC,2020,"Chatterjee, Nilovna | Archontoulis, Sotirios V. | Bastidas, Angela | Proctor, Christopher A. | Elmore, Roger W. | Basche, Andrea D.",,10.1002/agj2.20377,NA,QD1HH,0002-1962,NA,simulating winter rye cover crop production under alternative management in a corn-soybean rotation
cc,WOS:000613124100001,Estimating cover crop biomass nitrogen credits with Sentinel-2 imagery and sites covariates,AGRONOMY JOURNAL,NA,NA,,JAN 22,2021,"Xia, Yushu | Guan, Kaiyu | Copenhaver, Ken | Wander, Michelle",,10.1002/agj2.20525,NA,QA0FJ,0002-1962,NA,estimating cover crop biomass nitrogen credits with sentinel-2 imagery and sites covariates
cc,WOS:000543787300033,Short-run net returns to a cereal rye cover crop mix in a midwest corn-soybean rotation,AGRONOMY JOURNAL,2,112,1068-1083,MAR-APR,2020,"Thompson, Nathanael M. | Armstrong, Shalamar D. | Roth, Richard T. | Ruffatti, Michael D. | Reeling, Carson J.",,10.1002/agj2.20132,NA,MD2EV,0002-1962,NA,short-run net returns to a cereal rye cover crop mix in a midwest corn-soybean rotation
