review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000473796300012,"Assessment of Cover Crop Management Strategies in Nebraska, US",AGRICULTURE-BASEL,6,9,,JUN,2019,"Oliveira, Maxwel C. | Butts, Liberty | Werle, Rodrigo",cereal rye (Secale cereale L.) | corn (Zea Mays L.) | conservation agriculture | soybean (Glycine max [L.] Merr.) | weed suppression,10.3390/agriculture9060124,NA,IG4TO,NA,NA,"assessment of cover crop management strategies in nebraska, us"
cc,WOS:000475329400052,Cover Crop Effectiveness Varies in Cover Crop-Based Rotational Tillage Organic Soybean Systems Depending on Species and Environment,AGRONOMY-BASEL,6,9,,JUN,2019,"Vincent-Caboud, Laura | Vereecke, Lea | Silva, Erin | Peigne, Josephine",weed management | organic farming | mulch | weed dynamic | cereal grain cover crop | roller-crimper,10.3390/agronomy9060319,NA,II6US,2073-4395,NA,cover crop effectiveness varies in cover crop-based rotational tillage organic soybean systems depending on species and environment
cc,WOS:000463304300023,Effect of cover crop management on soil hydraulic properties,GEODERMA,NA,343,247-253,JUN 1,2019,"Cercioglu, Melis | Anderson, Stephen H. | Udawatta, Ranjith P. | Alagele, Salah",Bulk density | Cover crop | Pore-size distribution | Saturated hydraulic conductivity | Water retention,10.1016/j.geoderma.2019.02.027,NA,HR7AM,0016-7061,NA,effect of cover crop management on soil hydraulic properties
cc,WOS:000472668300053,Intersowing Cover Crops into Standing Soybean in the US Upper Midwest,AGRONOMY-BASEL,5,9,,MAY,2019,"Peterson, Alan T. | Berti, Marisol T. | Samarappuli, Dulan",winter camelina | winter pea | radish | winter rye | intersowing | nitrogen-accumulation: cover crop | soil nitrate,10.3390/agronomy9050264,NA,IE9BG,2073-4395,NA,intersowing cover crops into standing soybean in the us upper midwest
cc,WOS:000462993000006,Legume nitrogen credits for sugarcane production: implications for soil N availability and ratoon yield,NUTRIENT CYCLING IN AGROECOSYSTEMS,3,113,307-322,APR,2019,"Tenelli, Sarah | Otto, Rafael | Quassi de Castro, Saulo Augusto | Bohorquez Sanchez, Camilo Ernesto | Schmiedt Sattolo, Thales Meinl | Kamogawa, Marcos Yassuo | Pagliari, Paulo Humberto | Nunes Carvalho, Joao Luis",Crotalaria spectabilis | Biological N fixation | Illinois soil nitrogen test | Inorganic N | Cover crop | Saccharum spp,10.1007/s10705-019-09979-y,NA,HR2UN,1385-1314,NA,legume nitrogen credits for sugarcane production: implications for soil n availability and ratoon yield
cc,WOS:000487632100006,Cover crop potential of winter oilseed crops in the Northern US Corn Belt,ARCHIVES OF AGRONOMY AND SOIL SCIENCE,13,65,1845-1859,NOV 10,2019,"Liu, Ronghao | Wells, M. Scott | Garcia y Garcia, Axel",Winter camelina | field pennycress | winter rye | nitrogen | corn-soybean rotation,10.1080/03650340.2019.1578960,NA,JA2FH,0365-0340,NA,cover crop potential of winter oilseed crops in the northern us corn belt
cc,WOS:000466840400028,Economics and Agronomics of Relay-Cropping Pennycress and Camelina with Soybean in Minnesota,AGRONOMY JOURNAL,3,111,1281-1292,MAY-JUN,2019,"Ott, Matthew A. | Eberle, Carrie A. | Thom, Matt D. | Archer, David W. | Forcella, Frank | Gesch, Russell W. | Wyse, Donald L.",,10.2134/agronj2018.04.0277,NA,HW6ZV,0002-1962,NA,economics and agronomics of relay-cropping pennycress and camelina with soybean in minnesota
cc,WOS:000449139500009,Impacts of nitrogen application timing and cover crop inclusion on subsurface drainage water quality,AGRICULTURAL WATER MANAGEMENT,NA,211,81-88,JAN 1,2019,"Ruffatti, Michael D. | Roth, Richard T. | Lacey, Corey G. | Armstrong, Shalamar D.",In-field conservation practices | Nutrient loss reductions | Cereal rye | Daikon radish | Nitrate leaching | Unfertilized control,10.1016/j.agwat.2018.09.016,NA,GZ1PH,0378-3774,NA,impacts of nitrogen application timing and cover crop inclusion on subsurface drainage water quality
cc,WOS:000495117200001,Mechanisms underlying limited soil carbon gains in perennial and cover-cropped bioenergy systems revealed by stable isotopes,GLOBAL CHANGE BIOLOGY BIOENERGY,NA,NA,,NOV 8,2019,"Ye, Chenglong | Hall, Steven J.",C-3 and C-4 plants | carbon sequestration | carbon stable isotopes | carbonate | cover crop | deep soil | no-till | reconstructed prairie | soil respiration,10.1111/gcbb.12657,NA,JK8VE,1757-1693,NA,mechanisms underlying limited soil carbon gains in perennial and cover-cropped bioenergy systems revealed by stable isotopes
cc,WOS:000473737000006,Unmanned aerial vehicle-based assessment of cover crop biomass and nitrogen uptake variability,JOURNAL OF SOIL AND WATER CONSERVATION,4,74,350-359,JUL-AUG,2019,"Yuan, M. | Burjel, J. C. | Isermann, J. | Goeser, N. J. | Pittelkow, C. M.",cereal rye | cover crops | Normalized Difference Vegetation Index (NDVI) | remote sensing | unmanned aerial vehicle (UAV) | vegetation indices,10.2489/jswc.74.4.350,NA,IG3WV,0022-4561,NA,unmanned aerial vehicle-based assessment of cover crop biomass and nitrogen uptake variability
