review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000741415700001,Exploring Overwintered Cover Crops as a Soil Management Tool in Upper-midwest High Tunnels,HORTSCIENCE,2,57,171-180,FEB,2022,"Perkus, Elizabeth A. | Grossman, Julie M. | Pfeiffer, Anne | Rogers, Mary A. | Rosen, Carl J.",legume | nitrogen | organic agriculture | Pisum sativum | Trifolium pratense | Vicia villosa,10.21273/HORTSCI15987-21,NA,YE9CN,0018-5345,NA,exploring overwintered cover crops as a soil management tool in upper-midwest high tunnels
cc,WOS:000709261800001,Cover Crop Effects on Cash Crops in Northern Great Plains No-till Systems Are Annually Variable and Possibly Delayed,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,2,53,153-169,JAN 19,2022,"Chim, Bee Khim | Osborne, Shannon L. | Lehman, R. Michael | Schneider, Sharon K.",Cover crop | crop grow | crop yield | no-tillage | nutrient uptake | soil nutrient,10.1080/00103624.2021.1984512,NA,XU5NQ,0010-3624,NA,cover crop effects on cash crops in northern great plains no-till systems are annually variable and possibly delayed
cc,WOS:000769542600015,"Effect of Planting into a Green Winter Cereal Rye Cover Crop on Growth and Development, Seedling Disease, and Yield of Corn",PLANT DISEASE,1,106,114-120,JAN,2022,"Acharya, J. | Moorman, T. B. | Kaspar, T. C. | Lenssen, A. W. | Gailans, S. | Robertson, A. E.",cereal rye | cover crop | disease management | field crop | Pythium | seedling disease,10.1094/PDIS-04-21-0836-RE,NA,ZU0NH,0191-2917,NA,"effect of planting into a green winter cereal rye cover crop on growth and development, seedling disease, and yield of corn"
cc,WOS:000786865900008,"Assessing Direct and Residual Effects of Cover Crops on the Soybean Cyst Nematode, Heterodera glycines",PLANT DISEASE,5,106,1486-1491,MAY 2,2022,"Harbach, Chelsea J. | Tylka, Gregory L.",cover crops | Heterodera glycines | soybean cyst nematode,10.1094/PDIS-12-20-2581-RE,NA,0V7LG,0191-2917,NA,"assessing direct and residual effects of cover crops on the soybean cyst nematode, heterodera glycines"
cc,WOS:000771546600001,Cover crops in a Wisconsin annual cropping system: Feasibility and yield effects,AGRONOMY JOURNAL,2,114,1052-1067,MAR,2022,"Malone, Lindsay Chamberlain | Mourtzinis, Spyridon | Gaska, John M. | Lauer, Joseph G. | Ruark, Matthew D. | Conley, Shawn P.",,10.1002/agj2.21029,NA,0N8OA,0002-1962,NA,cover crops in a wisconsin annual cropping system: feasibility and yield effects
cc,WOS:000761810300001,Evaluation of potentially available nitrogen by biological and chemical methods in soil cultivated with maize in succession to cover crops,JOURNAL OF PLANT NUTRITION,13,45,1919-1932,AUG 9,2022,"Trombeta Bettiol, Aline Carla | Braos, Lucas Boscov | Lopes, Iva Guidini | Andriolli, Itamar | Ferreira, Manoel Evaristo | Pessoa da Cruz, Mara Cristina",soil fertility | winter crops | N dynamics | mineralization,10.1080/01904167.2022.2044488,NA,1U8IE,0190-4167,NA,evaluation of potentially available nitrogen by biological and chemical methods in soil cultivated with maize in succession to cover crops
cc,WOS:000792650100001,Legume Cover Crop Contributions to Ecological Nutrient Management in Upper Midwest Vegetable Systems,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,NA,6,,APR 15,2022,"Perrone, Sharon | Grossman, Julie | Liebman, Alexander | Wells, Samantha | Sooksa-nguan, Thanwalee | Jordan, Nicholas",cover crops | legumes | nutrient cycling | organic cropping systems | soil organic matter,10.3389/fsufs.2022.712152,NA,1B7YY,NA,NA,legume cover crop contributions to ecological nutrient management in upper midwest vegetable systems
cc,WOS:000793183600004,Cover crops control nitrogen and phosphorus transport from two agricultural watersheds at multiple measurement scales,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,326,,MAR 1,2022,"Speir, Shannon L. | Tank, Jennifer L. | Trentman, Matt T. | Mahl, Ursula H. | Sethna, Lienne R. | Hanrahan, Brittany R. | Royer, Todd, V",Water quality | Agriculture | Conservation | Watershed-scale | Spatiotemporal heterogeneity | Land use,10.1016/j.agee.2021.107765,NA,1C5UJ,0167-8809,NA,cover crops control nitrogen and phosphorus transport from two agricultural watersheds at multiple measurement scales
cc,WOS:000769298400004,Barriers to cover crop adoption: Evidence from parallel surveys in Maryland and Ohio,JOURNAL OF SOIL AND WATER CONSERVATION,2,77,198-211,MAR-APR,2022,"Duke, J. M. | Johnston, R. J. | Shober, A. L. | Liu, Z.",conservation agriculture | conservation policy | cost-share | EQIP,10.2489/jswc.2022.00062,NA,ZT6YC,0022-4561,NA,barriers to cover crop adoption: evidence from parallel surveys in maryland and ohio
cc,WOS:000754883600001,Low carryover risk of corn and soybean herbicides across soil management practices and environments,WEED TECHNOLOGY,1,36,160-167,FEB,2022,"Grint, Kolby R. | Proctor, Christopher | DeWerff, Ryan | Smith, Daniel H. | Arneson, Nicholas J. | Arriaga, Francisco | Stoltenberg, David | Werle, Rodrigo",Clopyralid | mesotrione | fomesafen | imazethapyr | cereal rye (Secale cereale L | ) | corn | Zea mays L | soybean | Glycine max (L | ) Merr | Crop injury | herbicide persistence | soil conservation | soil management,10.1017/wet.2021.97,NA,0Q2VL,0890-037X,NA,low carryover risk of corn and soybean herbicides across soil management practices and environments
cc,WOS:000779105300001,"Assessing the impacts of cover crops on maize and soybean yield in the U.S. Midwestern agroecosystems (vol 273, 108264, 2021)",FIELD CROPS RESEARCH,NA,277,,MAR 1,2022,"Qin, Ziqi | Guan, Kaiyu | Zhou, Wang | Peng, Bin | Villamil, Maria B. | Jin, Zhenong | Tang, Jinyun | Grant, Robert | Gentry, Lowell | Margenot, Andrew J. | Bollero, German | Li, Ziyi",,10.1016/j.fcr.2021.108404,NA,0I0FY,0378-4290,NA,"assessing the impacts of cover crops on maize and soybean yield in the u.s. midwestern agroecosystems (vol 273, 108264, 2021)"
cc,WOS:000736077000001,Cover crop grazing impacts on soil properties and crop yields under irrigated no-till corn-soybean management,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,1,86,118-133,JAN,2022,"Anderson, Lindsey K. | Blanco-Canqui, Humberto | Drewnoski, Mary E. | MacDonald, James C. | Carlson, Zachary | Hansen, Ben H. | Brinton, McKenna M. | Ulmer, Kristen M. | Calus, Kallie J.",,10.1002/saj2.20358,NA,YI7LX,0361-5995,NA,cover crop grazing impacts on soil properties and crop yields under irrigated no-till corn-soybean management
cc,WOS:000769298400003,"Soil health, cover crop, and fertility management: Nebraska producers' perspectives on challenges and adoption",JOURNAL OF SOIL AND WATER CONSERVATION,2,77,126-134,MAR-APR,2022,"Das, S. | Berns, K. | McDonald, M. | Ghimire, D. | Maharjan, B.",cover crops | erosion | Nebraska | soil fertility | soil health,10.2489/jSWC.2022.00058,NA,ZT6YC,0022-4561,NA,"soil health, cover crop, and fertility management: nebraska producers' perspectives on challenges and adoption"
cc,WOS:000745461200001,Scaling up conservation agriculture: An exploration of challenges and opportunities through a stakeholder engagement process,JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,JAN 22,2022,"Reimer, A. | Doll, J. E. | Boring, T. J. | Zimnicki, T.",,10.1002/jeq2.20317,NA,YK8MW,0047-2425,NA,scaling up conservation agriculture: an exploration of challenges and opportunities through a stakeholder engagement process
cc,WOS:000787438400002,Silicon concentrations and stoichiometry in two agricultural watersheds: implications for management and downstream water quality,BIOGEOCHEMISTRY,2,159,265-282,JUN,2022,"Sethna, Lienne R. | Royer, Todd V. | Speir, Shannon L. | Trentman, Matt T. | Mahl, Ursula H. | Hagemeier, Leah P. | Tank, Jennifer L.",Silicon | Nutrient stoichiometry | Agriculture | Harmful algal blooms,10.1007/s10533-022-00927-7,NA,1M3FZ,0168-2563,NA,silicon concentrations and stoichiometry in two agricultural watersheds: implications for management and downstream water quality
cc,WOS:000771565800001,Conservation practices induce tradeoffs in soil function: Observations from the northern Great Plains,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,NA,NA,,MAR 22,2022,"Liebig, Mark A. | Acosta-Martinez, Veronica | Archer, David W. | Halvorson, Jonathan J. | Hendrickson, John R. | Kronberg, Scott L. | Samson-Liebig, Susan E. | Vetter, Jennifer M.",,10.1002/saj2.20375,NA,ZX0AW,0361-5995,NA,conservation practices induce tradeoffs in soil function: observations from the northern great plains
cc,WOS:000763534600001,Grazing cover crops in a no-till corn and soybean rotation,AGRONOMY JOURNAL,2,114,1255-1268,MAR,2022,"Dhakal, Dhruba | Erwin, Zachary L. | Nelson, Kelly A.",,10.1002/agj2.20999,NA,0N8OA,0002-1962,NA,grazing cover crops in a no-till corn and soybean rotation
cc,WOS:000746460900001,Evaluation of the DNDCv.CAN model for simulating greenhouse gas emissions under crop rotations that include winter cover crops,SOIL RESEARCH,NA,NA,,JAN 25,2022,"Singh, Jasdeep | Kumar, Sandeep",biogeochemical processes | carbon dioxide | cover crops | diverse crop rotations | DNDC model | nitrous oxide | no-till farming | soil moisture | soil temperature,10.1071/SR21075,NA,YM3ES,1838-675X,NA,evaluation of the dndcv.can model for simulating greenhouse gas emissions under crop rotations that include winter cover crops
cc,WOS:000769396600004,Quantifying regional effects of best management practices on nutrient losses from agricultural lands,JOURNAL OF SOIL AND WATER CONSERVATION,1,77,15-29,JAN-FEB,2022,"Roland, V. L. | Garcia, A. M. | Saad, D. A. | Ator, S. W. | Robertson, D. | Schwarz, G.",best management practice (BMP) | implementation | nitrogen | phosphorus | testing and assessment | water quality,10.2489/jswc.2022.00162,NA,ZT8JP,0022-4561,NA,quantifying regional effects of best management practices on nutrient losses from agricultural lands
cc,WOS:000744850100001,Improving targeting of farmers for enrollment in agri-environmental programs,APPLIED ECONOMIC PERSPECTIVES AND POLICY,NA,NA,,JAN 18,2022,"Duke, Joshua M. | Johnston, Robert J. | Shober, Amy L. | Liu, Zhongyuan",cost-share | cover crops | purchase of ecosystem services | soil health | sustainable agriculture,10.1002/aepp.13227,NA,YJ9ML,2040-5790,NA,improving targeting of farmers for enrollment in agri-environmental programs
cc,WOS:000769396600006,Evaluating the impact of midwestern cropping systems on soil health and soil carbon dynamics,JOURNAL OF SOIL AND WATER CONSERVATION,1,77,78-87,JAN-FEB,2022,"Dougherty, B. W. | Andersen, D. S. | Helmers, M. J.",bulk density | no-till | soil carbon | soil health | water-stable aggregates,10.2489/jSWC.2022.00056,NA,ZT8JP,0022-4561,NA,evaluating the impact of midwestern cropping systems on soil health and soil carbon dynamics
