review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000498751000012,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,GEODERMA,NA,359,,FEB 1,2020,"Jilling, Andrea | Kane, Daniel | Williams, Alwyn | Yannarell, Anthony C. | Davis, Adam | Jordan, Nicholas R. | Koide, Roger T. | Mortensen, David A. | Smith, Richard G. | Snapp, Sieglinde S. | Spokas, Kurt A. | Grandy, A. Stuart",Soil organic matter fractions | Tillage | Cover crops | Nitrogen availability | Particulate organic matter | Mineral-associated organic matter,10.1016/j.geoderma.2019.114001,NA,JQ1ZJ,0016-7061,NA,rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops
cc,WOS:000499482000007,Development of the DNDC model to improve soil hydrology and incorporate mechanistic tile drainage: A comparative analysis with RZWQM2,ENVIRONMENTAL MODELLING & SOFTWARE,NA,123,,JAN,2020,"Smith, Ward | Grant, Brian | Qi, Zhiming | He, Wentian | VanderZaag, Andrew | Drury, Craig F. | Helmers, Matthew",,10.1016/j.envsoft.2019.104577,NA,JR2ST,1364-8152,NA,development of the dndc model to improve soil hydrology and incorporate mechanistic tile drainage: a comparative analysis with rzwqm2
tillage,WOS:000505932500001,Responses of soil biochemical properties and microbial community structure to short and long-term no-till systems,EUROPEAN JOURNAL OF SOIL SCIENCE,NA,NA,,JAN 7,2020,"Sekaran, Udayakumar | Sagar, Kavya Laxmisagra | Denardin, Luiz Gustavo De Oliveira | Singh, Jasdeep | Singh, Navdeep | Abagandura, Gandura Omar | Kumar, Sandeep | Farmaha, Bhupinder Singh | Bly, Anthony | Martins, Amanda Posselt",AMF | conventional till | labile carbon and nitrogen | long-term no-till (NTL) | microbial biomass carbon | microbial community structure | PLFA | short-term no-till (NTS) | soil enzymes,10.1111/ejss.12924,NA,KA6UN,1351-0754,NA,responses of soil biochemical properties and microbial community structure to short and long-term no-till systems
tillage,WOS:000511369000001,Assessing strategies to enhance soil carbon sequestration with the DSSAT-CENTURY model,EUROPEAN JOURNAL OF SOIL SCIENCE,NA,NA,,FEB 6,2020,"Nicoloso, Rodrigo S. | Amado, Telmo J. C. | Rice, Charles W.",best crop management practices | conservation agriculture | modelling | soil organic matter,10.1111/ejss.12938,NA,KI5DB,1351-0754,NA,assessing strategies to enhance soil carbon sequestration with the dssat-century model
tillage,WOS:000498751000012,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,GEODERMA,NA,359,,FEB 1,2020,"Jilling, Andrea | Kane, Daniel | Williams, Alwyn | Yannarell, Anthony C. | Davis, Adam | Jordan, Nicholas R. | Koide, Roger T. | Mortensen, David A. | Smith, Richard G. | Snapp, Sieglinde S. | Spokas, Kurt A. | Grandy, A. Stuart",Soil organic matter fractions | Tillage | Cover crops | Nitrogen availability | Particulate organic matter | Mineral-associated organic matter,10.1016/j.geoderma.2019.114001,NA,JQ1ZJ,0016-7061,NA,rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops
tillage,WOS:000505188500007,Crop rotational diversity impacts soil physical and hydrological properties under long-term no- and conventional-till soils,SOIL RESEARCH,1,58,84-94,NA,2020,"Alhameid, Abdullah | Singh, Jasdeep | Sekaran, Udayakumar | Ozlu, Ekrem | Kumar, Sandeep | Singh, Shardendu",chisel plow | diverse crop rotations | maize-soybean rotation | soil bulk density | soil penetration resistance | soil water retention | water infiltration rate,10.1071/SR18192,NA,JZ6CH,1838-675X,NA,crop rotational diversity impacts soil physical and hydrological properties under long-term no- and conventional-till soils
pest,WOS:000500216600013,Reduced species richness of native bees in field margins associated with neonicotinoid concentrations in non-target soils,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,287,,JAN 1,2020,"Main, Anson R. | Webb, Elisabeth B. | Goyne, Keith W. | Mengel, Doreen",Biodiversity | Ecosystem services | Field margin | Pesticide impacts | Pollinators,10.1016/j.agee.2019.106693,NA,JS3NW,0167-8809,NA,reduced species richness of native bees in field margins associated with neonicotinoid concentrations in non-target soils
pest,WOS:000512886800001,Variation in soybean rhizosphere oomycete communities from Michigan fields with contrasting disease pressures,APPLIED SOIL ECOLOGY,NA,150,,JUN,2020,"Noel, Zachary A. | Chang, Hao-Xun | Chilvers, Martin, I",Oomycete | Soybean | Rhizosphere | Seed treatment,10.1016/j.apsoil.2019.103435,NA,KK6ZA,0929-1393,NA,variation in soybean rhizosphere oomycete communities from michigan fields with contrasting disease pressures
pest,WOS:000486120900001,Field efficacy of soil insecticides on pyrethroid-resistant western corn rootworms (Diabrotica virgifera virgifera LeConte),PEST MANAGEMENT SCIENCE,2,76,827-833,FEB,2020,"Souza, Dariane | Peterson, Julie A. | Wright, Robert J. | Meinke, Lance J.",Diabrotica virgifera virgifera | western corn rootworm | insecticide resistance | pyrethroid resistance | soil insecticides | resistance management,10.1002/ps.5586,NA,KC1IA,1526-498X,NA,field efficacy of soil insecticides on pyrethroid-resistant western corn rootworms (diabrotica virgifera virgifera leconte)
pest,WOS:000500216600003,Neonicotinoid insecticide concentrations in agricultural wetlands and associations with aquatic invertebrate communities,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,287,,JAN 1,2020,"Schepker, Travis J. | Webb, Elisabeth B. | Tillitt, Donald | LaGrange, Ted",Neonicotinoid | Vegetative buffers | Wetlands | Aquatic invertebrates,10.1016/j.agee.2019.106678,NA,JS3NW,0167-8809,NA,neonicotinoid insecticide concentrations in agricultural wetlands and associations with aquatic invertebrate communities
nutrient,WOS:000493461300001,Evaluation of OptRx (TM) active optical sensor to monitor soybean response to nitrogen inputs,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,1,100,154-160,JAN 15,2020,"Sivarajan, Saravanan | Maharlooei, Mohammadmehdi | Kandel, Herman | Buetow, Ryan R. | Nowatzki, John | Bajwa, Sreekala G.",OptRx (TM) sensor | nitrogen | soybeans | vegetation index,10.1002/jsfa.10008,NA,JQ3JB,0022-5142,NA,evaluation of optrx (tm) active optical sensor to monitor soybean response to nitrogen inputs
nutrient,WOS:000511369000001,Assessing strategies to enhance soil carbon sequestration with the DSSAT-CENTURY model,EUROPEAN JOURNAL OF SOIL SCIENCE,NA,NA,,FEB 6,2020,"Nicoloso, Rodrigo S. | Amado, Telmo J. C. | Rice, Charles W.",best crop management practices | conservation agriculture | modelling | soil organic matter,10.1111/ejss.12938,NA,KI5DB,1351-0754,NA,assessing strategies to enhance soil carbon sequestration with the dssat-century model
nutrient,WOS:000505188500007,Crop rotational diversity impacts soil physical and hydrological properties under long-term no- and conventional-till soils,SOIL RESEARCH,1,58,84-94,NA,2020,"Alhameid, Abdullah | Singh, Jasdeep | Sekaran, Udayakumar | Ozlu, Ekrem | Kumar, Sandeep | Singh, Shardendu",chisel plow | diverse crop rotations | maize-soybean rotation | soil bulk density | soil penetration resistance | soil water retention | water infiltration rate,10.1071/SR18192,NA,JZ6CH,1838-675X,NA,crop rotational diversity impacts soil physical and hydrological properties under long-term no- and conventional-till soils
nutrient,WOS:000509819300053,Soybean yield prediction from UAV using multimodal data fusion and deep learning,REMOTE SENSING OF ENVIRONMENT,NA,237,,FEB,2020,"Maimaitijiang, Maitiniyazi | Sagan, Vasit | Sidike, Paheding | Hartling, Sean | Esposito, Flavin | Fritschi, Felix B.",Remote sensing | Yield prediction | Multimodality | Data fusion | Deep learning | Phenotyping | Spatial autocorrelation,10.1016/j.rse.2019.111599,NA,KG3CE,0034-4257,NA,soybean yield prediction from uav using multimodal data fusion and deep learning
nutrient,WOS:000505433000001,The value of conducting on-farm field trials using precision agriculture technology: a theory and simulations,PRECISION AGRICULTURE,NA,NA,,JAN 4,2020,"Bullock, David S. | Mieno, Taro | Hwang, Jaeseok",On-farm precision experiments | Value of information | Nitrogen management,10.1007/s11119-019-09706-1,NA,JZ9OP,1385-2256,NA,the value of conducting on-farm field trials using precision agriculture technology: a theory and simulations
