review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000646001800001,Hydro-physical soil properties as influenced by short and long-term integrated crop-livestock agroecosystems,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,NA,NA,,MAY 2,2021,"Dhaliwal, Jashanjeet K. | Kumar, Sandeep",,10.1002/saj2.20214,NA,RV7IN,0361-5995,NA,hydro-physical soil properties as influenced by short and long-term integrated crop-livestock agroecosystems
cc,WOS:000642121500007,Effects of fall-planted cereal cover-crop termination time on glyphosate-resistant horseweed (Conyza canadensis) suppression,WEED TECHNOLOGY,2,35,223-233,APR,2021,"Schramski, John A. | Sprague, Christy L. | Renner, Karen A.",marestail | Canada fleabane | planting green,10.1017/wet.2020.103,NA,RQ0PC,0890-037X,NA,effects of fall-planted cereal cover-crop termination time on glyphosate-resistant horseweed (conyza canadensis) suppression
cc,WOS:000642121500008,Integrating fall-planted cereal cover crops and preplant herbicides for glyphosate-resistant horseweed (Conyza canadensis) management in soybean,WEED TECHNOLOGY,2,35,234-241,APR,2021,"Schramski, John A. | Sprague, Christy L. | Renner, Karen A.",marestail | Canada fleabane | horseweed | Conyza canadensis L | Cronq | winter wheat | Triticum aestivum L | cereal rye | Secale cereale L | soybean | Glycine max (L | ) Merr,10.1017/wet.2020.117,NA,RQ0PC,0890-037X,NA,integrating fall-planted cereal cover crops and preplant herbicides for glyphosate-resistant horseweed (conyza canadensis) management in soybean
cc,WOS:000648948500001,Effect of winter cover crops on soil nutrients in two row-cropped watersheds in Indiana,JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,MAY 11,2021,"Christopher, Sheila F. | Tank, Jennifer L. | Mahl, Ursula H. | Hanrahan, Brittany R. | Royer, Todd. V.",,10.1002/jeq2.20217,NA,RZ9VQ,0047-2425,NA,effect of winter cover crops on soil nutrients in two row-cropped watersheds in indiana
cc,WOS:000650125900005,What drives landowners' conservation decisions? Evidence from Iowa,JOURNAL OF SOIL AND WATER CONSERVATION,3,76,211-221,MAY-JUN,2021,"Sawadgo, W. P. M. | Zhang, W. | Plastina, A.",absentee landowners | conservation practice | cover crops | land tenure | non-operating landowners | no-till,10.2489/jswc.2021.00115,NA,SB6UG,0022-4561,NA,what drives landowners' conservation decisions? evidence from iowa
cc,WOS:000648354300001,Legume species not spatial arrangement influence cover crop mixture effects in strip-tilled organic cabbage,AGRONOMY JOURNAL,NA,NA,,MAY 8,2021,"Maher, Ryan M. | Rangarajan, Anusuya | Caldwell, Brian A. | Hayden, Zachary D. | Brainard, Daniel C.",,10.1002/agj2.20664,NA,RZ1JE,0002-1962,NA,legume species not spatial arrangement influence cover crop mixture effects in strip-tilled organic cabbage
cc,WOS:000647235100001,"Long-term impacts of drain spacing, crop management, and weather on nitrate leaching to subsurface drains",JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,MAY 5,2021,"Kladivko, Eileen J. | Bowling, Laura C.",,10.1002/jeq2.20215,NA,RX5AD,0047-2425,NA,"long-term impacts of drain spacing, crop management, and weather on nitrate leaching to subsurface drains"
cc,WOS:000642400600027,EFFECTIVENESS OF NUTRIENT MANAGEMENT ON WATER QUALITY IMPROVEMENT: A SYNTHESIS ON NITRATE-NITROGEN LOSS FROM SUBSURFACE DRAINAGE,TRANSACTIONS OF THE ASABE,2,64,675-689,NA,2021,"Liu, W. | Yuan, Y. | Koropeckyj-Cox, L.",Conservation practice | Corn yields | Cost-effectiveness | NO3-N loss | Nutrient management | Subsurface drainage | Midwest U.S,10.13031/trans.14078,NA,RQ4PC,2151-0032,NA,effectiveness of nutrient management on water quality improvement: a synthesis on nitrate-nitrogen loss from subsurface drainage
cc,WOS:000648927900001,Impacts of low-disturbance dairy manure incorporation on ammonia and greenhouse gas fluxes in a corn silage-winter rye cover crop system,JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,MAY 10,2021,"Sherman, Jessica F. | Young, Eric O. | Jokela, William E. | Cavadini, Jason",,10.1002/jeq2.20228,NA,RZ9OI,0047-2425,NA,impacts of low-disturbance dairy manure incorporation on ammonia and greenhouse gas fluxes in a corn silage-winter rye cover crop system
tillage,WOS:000639789400001,Corn residue baling and grazing impacts on corn yield under irrigated conservation tillage systems,AGRONOMY JOURNAL,NA,NA,,APR 14,2021,"Ruis, Sabrina J. | Burr, Charles | Blanco-Canqui, Humberto | Olson, Brian | Reiman, Mark | Rudnick, Daran | Baller, Johnna | Hanford, Kathryn",,10.1002/agj2.20642,NA,RM6RX,0002-1962,NA,corn residue baling and grazing impacts on corn yield under irrigated conservation tillage systems
