review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000495117200001,Mechanisms underlying limited soil carbon gains in perennial and cover-cropped bioenergy systems revealed by stable isotopes,GLOBAL CHANGE BIOLOGY BIOENERGY,NA,NA,,NOV 8,2019,"Ye, Chenglong | Hall, Steven J.",C-3 and C-4 plants | carbon sequestration | carbon stable isotopes | carbonate | cover crop | deep soil | no-till | reconstructed prairie | soil respiration,10.1111/gcbb.12657,NA,JK8VE,1757-1693,NA,mechanisms underlying limited soil carbon gains in perennial and cover-cropped bioenergy systems revealed by stable isotopes
cc,WOS:000492694200581,Dynamics of soil microbial communities associated with cover crops in soybean-corn rotation systems in Nebraska,PHYTOPATHOLOGY,10,109,153-153,OCT,2019,"Marroquin-Guzman, M. R. | Proctoc, C. | McMechan, J. | Adesemoye, A. O. | Everhart, S. E.",,NA,NA,JH3UU,0031-949X,NA,dynamics of soil microbial communities associated with cover crops in soybean-corn rotation systems in nebraska
cc,WOS:000491357300005,A long-term precision agriculture system sustains grain profitability,PRECISION AGRICULTURE,6,20,1177-1198,DEC,2019,"Yost, M. A. | Kitchen, N. R. | Sudduth, K. A. | Massey, R. E. | Sadler, E. J. | Drummond, S. T. | Volkmann, M. R.",Precision conservation | Precision nutrient management | Integrated precision practices | Crop production | No-till | Cover crops,10.1007/s11119-019-09649-7,NA,JF4KS,1385-2256,NA,a long-term precision agriculture system sustains grain profitability
cc,WOS:000495759600008,Management of pigweed (Amaranthus spp.) in grain sorghum with integrated strategies,WEED TECHNOLOGY,5,33,701-709,OCT,2019,"Hay, Marshall M. | Dille, J. Anita | Peterson, Dallas E.",Daniel Stephenson | Louisana State University Agricultural Center | pigweed | Amaranthus spp | grain sorghum | Sorghum bicolor (L | ) Moench | winter wheat (Triticum aestivum L | ) | Cover crop | herbicide resistance | narrow row widths | row-crop cultivation | weed management,10.1017/wet.2019.64,NA,JL8EC,0890-037X,NA,management of pigweed (amaranthus spp.) in grain sorghum with integrated strategies
cc,WOS:000491469400008,Management of pigweed (Amaranthus spp.) in grain sorghum with integrated strategies,WEED TECHNOLOGY,5,33,701-709,OCT,2019,"Hay, Marshall M. | Dille, J. Anita | Peterson, Dallas E.",Daniel Stephenson | Louisana State University Agricultural Center | pigweed | Amaranthus spp | grain sorghum | Sorghum bicolor (L | ) Moench | winter wheat (Triticum aestivum L | ) | Cover crop | herbicide resistance | narrow row widths | row-crop cultivation | weed management,10.1017/wet.2019.64,NA,JF6AG,0890-037X,NA,management of pigweed (amaranthus spp.) in grain sorghum with integrated strategies
cc,WOS:000491621900079,"Can winter camelina, crambe, and brown mustard reduce soybean cyst nematode populations?",INDUSTRIAL CROPS AND PRODUCTS,NA,140,,NOV 15,2019,"Acharya, Krishna | Yan, Guiping | Berti, Marisol",Heterodera glycines | Reproduction | Hosting ability | Cover crops | SCN population reduction,10.1016/j.indcrop.2019.111637,NA,JF8GB,0926-6690,NA,"can winter camelina, crambe, and brown mustard reduce soybean cyst nematode populations?"
cc,WOS:000491469400009,"Integrated pigweed (Amaranthus spp.) management in glufosinate-resistant soybean with a cover crop, narrow row widths, row-crop cultivation, and herbicide program",WEED TECHNOLOGY,5,33,710-719,OCT,2019,"Hay, Marshall M. | Dille, J. Anita | Peterson, Dallas E.",Kevin Bradley | University of Missouri | glufosinate | pigweed | Amaranthus spp | Palmer amaranth | Amaranthus palmeri S | Watson | waterhemp | Amaranthus tuberculatus (Moq | ) J | D | Sauer | soybean | Glycine max (L | ) Merr | winter wheat | Triticum aestivum L | Integrated weed management | resistance management | layered residual | PRE followed by POST | narrow row spacing | soil-applied residual | pigweed emergence timing | winter wheat | canopy development | CIPAR,10.1017/wet.2019.62,NA,JF6AG,0890-037X,NA,"integrated pigweed (amaranthus spp.) management in glufosinate-resistant soybean with a cover crop, narrow row widths, row-crop cultivation, and herbicide program"
cc,WOS:000495759600009,"Integrated pigweed (Amaranthus spp.) management in glufosinate-resistant soybean with a cover crop, narrow row widths, row-crop cultivation, and herbicide program",WEED TECHNOLOGY,5,33,710-719,OCT,2019,"Hay, Marshall M. | Dille, J. Anita | Peterson, Dallas E.",Integrated weed management | resistance management | layered residual | PRE followed by POST | narrow row spacing | soil-applied residual | pigweed emergence timing | winter wheat | canopy development | CIPAR,10.1017/wet.2019.62,NA,JL8EC,0890-037X,NA,"integrated pigweed (amaranthus spp.) management in glufosinate-resistant soybean with a cover crop, narrow row widths, row-crop cultivation, and herbicide program"
tillage,WOS:000491357300005,A long-term precision agriculture system sustains grain profitability,PRECISION AGRICULTURE,6,20,1177-1198,DEC,2019,"Yost, M. A. | Kitchen, N. R. | Sudduth, K. A. | Massey, R. E. | Sadler, E. J. | Drummond, S. T. | Volkmann, M. R.",Precision conservation | Precision nutrient management | Integrated precision practices | Crop production | No-till | Cover crops,10.1007/s11119-019-09649-7,NA,JF4KS,1385-2256,NA,a long-term precision agriculture system sustains grain profitability
tillage,WOS:000495575600007,Soil physicochemical properties influenced by nitrogen sources and rates in the central Great Plains,JOURNAL OF SOIL AND WATER CONSERVATION,6,74,584-593,NOV-DEC,2019,"Mikha, M. M. | Obour, A. K. | Kumar, V | Stahlman, P. W.",nitrogen fertilizer sources and rates | nutrient management | soil science | tillage,10.2489/jswc.74.6.584,NA,JL5MU,0022-4561,NA,soil physicochemical properties influenced by nitrogen sources and rates in the central great plains
