review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000514003800027,"The synchrony of cover crop decomposition, enzyme activity, and nitrogen availability in a corn agroecosystem in the Midwest United States",SOIL & TILLAGE RESEARCH,NA,197,,MAR,2020,"Nevins, Clayton J. | Lacey, Corey | Armstrong, Shalamar",Nitrogen availability | Soil enzyme activity | Cover crops | No-tillage | Soil microbial community | Nitrogen cycling | Carbon cycling,10.1016/j.still.2019.104518,NA,KM3EH,0167-1987,NA,"the synchrony of cover crop decomposition, enzyme activity, and nitrogen availability in a corn agroecosystem in the midwest united states"
cc,WOS:000513734200001,Herbicide programs for the termination of grass and broadleaf cover crop species,WEED TECHNOLOGY,1,34,1-10,FEB,2020,"Whalen, Derek M. | Bish, Mandy D. | Young, Bryan G. | Conley, Shawn P. | Reynolds, Daniel B. | Norsworthy, Jason K. | Bradley, Kevin W.",Mark VanGessel | University of Delaware | 2 | 4-D | clethodim | dicamba | glufosinate | glyphosate | paraquat | saflufenacil | Preplant control | burndown,10.1017/wet.2019.73,NA,KL9KB,0890-037X,NA,herbicide programs for the termination of grass and broadleaf cover crop species
cc,WOS:000513734200005,"Interseeded annual ryegrass, oilseed radish, and crimson clover tolerance to residual herbicides commonly used in corn",WEED TECHNOLOGY,1,34,35-41,FEB,2020,"Brooker, Aaron P. | Sprague, Christy L. | Renner, Karen A.",cover crops | residual herbicides,10.1017/wet.2019.90,NA,KL9KB,0890-037X,NA,"interseeded annual ryegrass, oilseed radish, and crimson clover tolerance to residual herbicides commonly used in corn"
cc,WOS:000513232600080,Faba Bean and Pea Can Provide Late-Fall Forage Grazing without Affecting Maize Yield the Following Season,AGRONOMY-BASEL,1,10,,JAN,2020,"Andersen, Bryce J. | Samarappuli, Dulan P. | Wick, Abbey | Berti, Marisol T.",faba bean | forage pea | fall grazing | cover crop | catch crop | nutrient cycling,10.3390/agronomy10010080,NA,KL2AV,NA,NA,faba bean and pea can provide late-fall forage grazing without affecting maize yield the following season
cc,WOS:000513734200002,Integration of residual herbicides with cover crop termination in soybean,WEED TECHNOLOGY,1,34,11-18,FEB,2020,"Whalen, Derek M. | Shergill, Lovreet S. | Kinne, Lyle P. | Bish, Mandy D. | Bradley, Kevin W.",Cover crop burndown | residue,10.1017/wet.2019.111,NA,KL9KB,0890-037X,NA,integration of residual herbicides with cover crop termination in soybean
cc,WOS:000513734200020,"2,4-D deposition is reduced and more variable immediately adjacent to cereal rye cover crop rows",WEED TECHNOLOGY,1,34,147-152,FEB,2020,"Haramoto, Erin R. | Sherman, Austin D. | Green, Jonathan D.",Amit Jhala | University of Nebraska | Lincoln | 2 | 4-D | saflufenacil | horseweed | Erigeron canadensis L | ERICA | soybean | Glycine max L | Merr | cereal rye | Secale cereale L | integrated weed management | weed emergence | weed biology | application technology,10.1017/wet.2019.82,NA,KL9KB,0890-037X,NA,"2,4-d deposition is reduced and more variable immediately adjacent to cereal rye cover crop rows"
cc,WOS:000518444100006,Cover crop impact on crop production and nutrient loss in a no-till terrace topography,JOURNAL OF SOIL AND WATER CONSERVATION,2,75,153-165,MAR-APR,2020,"Adler, R. L. | Singh, G. | Nelson, K. A. | Weirich, J. | Motavalli, P. P. | Miles, R. J.",best management practices | corn | landscape position | runoff | soybean | tile drainage,10.2489/jswc.75.2.153,NA,KS6VA,0022-4561,NA,cover crop impact on crop production and nutrient loss in a no-till terrace topography
cc,WOS:000497245500001,Flood Risk Reduction from Agricultural Best Management Practices,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,1,56,161-179,FEB,2020,"Antolini, Federico | Tate, Eric | Dalzell, Brent | Young, Nathan | Johnson, Kris | Hawthorne, Peter L.",agricultural BMPs | flood loss estimation | flood damage | wetlands | rural,10.1111/1752-1688.12812,NA,KK9SK,1093-474X,NA,flood risk reduction from agricultural best management practices
cc,WOS:000519607800005,Relay and sequential cropping corn with winter oilseed crops in northern climates,NUTRIENT CYCLING IN AGROECOSYSTEMS,2,116,195-203,MAR,2020,"Liu, Ronghao | Wells, M. Scott | Garcia, Axel y Garcia",Winter camelina | Field pennycress | Cropping systems | Double cropping | Economic return,10.1007/s10705-019-10036-x,NA,KU3KE,1385-1314,NA,relay and sequential cropping corn with winter oilseed crops in northern climates
cc,WOS:000519737500022,"Techno-economic analysis of pennycress production, harvest and post-harvest logistics for renewable jet fuel",RENEWABLE & SUSTAINABLE ENERGY REVIEWS,NA,123,,MAY,2020,"Mousavi-Avval, Seyed Hashem | Shah, Ajay",Feedstock logistics | Oilseeds | Aviation biofuel | Technical feasibility | Uncertainty analysis,10.1016/j.rser.2020.109764,NA,KU5GH,1364-0321,NA,"techno-economic analysis of pennycress production, harvest and post-harvest logistics for renewable jet fuel"
