review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000540169600002,Field attributes and farming practices associated with vole (Microtus) damage in cover-cropped fields,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,300,,SEP 15,2020,"Prieur, Abby-Gayle A. | Swihart, Robert K.",Boosted regression trees | Conservation agriculture | Cover crop | Damage management | Microtus | Vole,10.1016/j.agee.2020.106950,NA,LX9UB,0167-8809,NA,field attributes and farming practices associated with vole (microtus) damage in cover-cropped fields
cc,WOS:000527342100004,Evaluating short-season soybean management adaptations for cover crop rotations with a crop simulation model,FIELD CROPS RESEARCH,NA,250,,MAY 1,2020,"Sciarresi, Cintia | Proctor, Chris | Haramoto, Erin R. | Lindsey, Laura E. | Carmona, Gabriela Inveninato | Elmore, Roger | Everhart, Sydney | Looker, Wayde | Guzman, Margarita Marroquin | McMechan, Justin | Wehrbein, Joshua | Werle, Rodrigo | Salmeron, Montserrat",DSSAT- CROPGRO | Model calibration | Cover crops | Irrigation | Soybean maturity group,10.1016/j.fcr.2020.107734,NA,LF3TC,0378-4290,NA,evaluating short-season soybean management adaptations for cover crop rotations with a crop simulation model
cc,WOS:000495117200001,Mechanisms underlying limited soil carbon gains in perennial and cover-cropped bioenergy systems revealed by stable isotopes,GLOBAL CHANGE BIOLOGY BIOENERGY,1,12,101-117,JAN,2020,"Ye, Chenglong | Hall, Steven J.",C-3 and C-4 plants | carbon sequestration | carbon stable isotopes | carbonate | cover crop | deep soil | no-till | reconstructed prairie | soil respiration,10.1111/gcbb.12657,NA,LX7IJ,1757-1693,NA,mechanisms underlying limited soil carbon gains in perennial and cover-cropped bioenergy systems revealed by stable isotopes
cc,WOS:000528659100001,Does climate change framing matter? Evidence from an experiment of crop advisors in the Midwestern United States,CLIMATIC CHANGE,NA,NA,,APR 25,2020,"Singh, Ajay S. | Church, Sarah P. | Dang, Layla | Hennes, Erin P. | Prokopy, Linda S.",Climate change | Framing | Conservation | Crop advisor | Cover crops,10.1007/s10584-020-02703-8,NA,LH3AI,0165-0009,NA,does climate change framing matter? evidence from an experiment of crop advisors in the midwestern united states
cc,WOS:000539994500025,"Crop rotation, but not cover crops, influenced soil bacterial community composition in a corn -soybean system in southern Wisconsin",APPLIED SOIL ECOLOGY,NA,154,,OCT,2020,"Chamberlain, Lindsay A. | Bolton, Marian L. | Cox, Madison S. | Suen, Garret | Conley, Shawn P. | Ane, Jean-Michel",,10.1016/j.apsoil.2020.103603,NA,LX7GA,0929-1393,NA,"crop rotation, but not cover crops, influenced soil bacterial community composition in a corn -soybean system in southern wisconsin"
cc,WOS:000526517500005,Influence of no-till and a winter rye cover crop on nitrate losses from tile-drained row-crop agriculture in Iowa,JOURNAL OF ENVIRONMENTAL QUALITY,2,49,292-303,MAR-APR,2020,"Waring, Emily R. | Lagzdins, Ainis | Pederson, Carl | Helmers, Matthew J.",,10.1002/jeq2.20056,NA,LE1XM,0047-2425,NA,influence of no-till and a winter rye cover crop on nitrate losses from tile-drained row-crop agriculture in iowa
cc,WOS:000521164100001,Sustainable intensification of corn silage cropping systems with winter rye,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,2,40,,MAR 23,2020,"West, Jaimie R. | Ruark, Matthew D. | Shelley, Kevin B.",Cover crop | Winter rye | Forage | Nitrogen | Corn silage | Double-cropping | Manure,10.1007/s13593-020-00615-6,NA,KW4VM,1774-0746,NA,sustainable intensification of corn silage cropping systems with winter rye
cc,WOS:000532829500012,Effects of combined conservation practices on soil and water quality in the Central Mississippi River Basin,JOURNAL OF SOIL AND WATER CONSERVATION,3,75,340-351,MAY-JUN,2020,"Baffaut, C. | Ghidey, F. | Lerch, R. N. | Veum, K. S. | Sadler, E. J. | Sudduth, K. A. | Kitchen, N. R.",conservation practices | cover crops | no-till | nutrient management | precision agriculture | water quality,10.2489/jswc.75.3.340,NA,LN3GE,0022-4561,NA,effects of combined conservation practices on soil and water quality in the central mississippi river basin
cc,WOS:000534619900047,Managing Phosphorus Loss from Agroecosystems of the Midwestern United States: A Review,AGRONOMY-BASEL,4,10,,APR,2020,"Singh, Gurbir | Kaur, Gurpreet | Williard, Karl | Schoonover, Jon | Nelson, Kelly A.",cover crops | tillage | terraces | water and sediment control basins | vegetative buffers,10.3390/agronomy10040561,NA,LP9EX,NA,NA,managing phosphorus loss from agroecosystems of the midwestern united states: a review
cc,WOS:000523324500019,Impact of Nitrogen Fertilizer on Yield and Associated Revenues in No-tillage Pumpkin,HORTSCIENCE,4,55,522-527,APR,2020,"Walters, S. Alan",conservation tillage | Cucurbita pepo | fertilizer | gross/net revenues | reduced tillage | vegetable production,10.21273/HORTSCI14512-19,NA,KZ5TL,0018-5345,NA,impact of nitrogen fertilizer on yield and associated revenues in no-tillage pumpkin
