"","Review_id","main_group","group_metric","Legend_1","Legend_2","Legend_3","mean_per_change","sem_per_change","num_papers","num_comparisons","Group_RV","Review","mean_abundance_change","sem_abundance_change","num_papers_abund","num_comparisons_abund"
"1","Cover crop","Crop Nitrogen Uptake","Grain (Maize)","Monoculture","Legume, NonLegume","Specific Cover crops used",-16.6749032226574,2.35869908796009,4,34,"Crop Production","Cover Crops",NA,NA,NA,NA
"2","Cover crop","Crop Nitrogen Uptake","Grain (Soybean)","Monoculture","Legume, NonLegume","Specific Cover crops used",-18.1286549707602,0,1,4,"Crop Production","Cover Crops",NA,NA,NA,NA
"3","Cover crop","Crop Nitrogen Uptake","Stalk/Stover (Maize)","Monoculture","Legume, NonLegume","Specific Cover crops used",-8.17767035084231,2.29338048725218,6,45,"Crop Production","Cover Crops",NA,NA,NA,NA
"4","Cover crop","Stand Count","Seedling Density","Mixture (2 Spp.)","Legume, NonLegume","Specific Cover crops used",-8.96428208667182,2.9834017649428,1,8,"Crop Production","Cover Crops",NA,NA,NA,NA
"5","Cover crop","Stand Count","Seedling Density","Monoculture","Legume, NonLegume","Specific Cover crops used",1.45348834634102,2.19239527006819,5,192,"Crop Production","Cover Crops",NA,NA,NA,NA
"6","Cover crop","Yields","Grain (Maize)","Mixture (2 Spp.)","Legume, NonLegume","Specific Cover crops used",-5.06148059951265,1.03938450735759,4,22,"Crop Production","Cover Crops",NA,NA,NA,NA
"7","Cover crop","Yields","Grain (Maize)","Mixture (3+ Spp.)","Legume, NonLegume","Specific Cover crops used",-2.92815275784806,1.68515464879742,1,6,"Crop Production","Cover Crops",NA,NA,NA,NA
"8","Cover crop","Yields","Grain (Maize)","Monoculture","Legume, NonLegume","Specific Cover crops used",-2.31799093807313,0.613905710184379,25,309,"Crop Production","Cover Crops",2,1,1,3
"9","Cover crop","Yields","Grain (Soybean)","Mixture (2 Spp.)","Legume, NonLegume","Specific Cover crops used",-2.42564550242586,0.874651282614842,5,22,"Crop Production","Cover Crops",NA,NA,NA,NA
"10","Cover crop","Yields","Grain (Soybean)","Mixture (3+ Spp.)","Legume, NonLegume","Specific Cover crops used",-9.69007211575583,5.8014086532991,1,4,"Crop Production","Cover Crops",NA,NA,NA,NA
"11","Cover crop","Yields","Grain (Soybean)","Monoculture","Legume, NonLegume","Specific Cover crops used",-3.38258355560497,1.6041302487676,19,173,"Crop Production","Cover Crops",NA,NA,NA,NA
"12","Cover crop","Yields","Root biomass","Monoculture","Legume, NonLegume","Specific Cover crops used",4.03691735213472,24.2742840296697,1,4,"Crop Production","Cover Crops",NA,NA,NA,NA
"13","Cover crop","Yields","Stover Biomass","Mixture (2 Spp.)","Legume, NonLegume","Specific Cover crops used",-6.28594744864792,2.54586258776764,2,6,"Crop Production","Cover Crops",NA,NA,NA,NA
"14","Cover crop","Yields","Stover Biomass","Monoculture","Legume, NonLegume","Specific Cover crops used",-11.5679590291017,3.30689887604922,6,27,"Crop Production","Cover Crops",NA,NA,NA,NA
